,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship
4977,2020,35050,1,0,,4,0,37800,37800,5,1,48,8,5,"1,2,6",1,"2,8,1",1
4985,2020,36430,1,0,,3,0,38500,38500,4,2,60,9,5,"1,2,6",1,"2,1",1
4986,2020,35050,1,0,,2,0,33000,33000,4,1,53,9,5,"1,2,4,6",1,"1,8,3",1
4987,2020,35010,1,0,,4,1,38800,38800,5,1,45,9,5,"1,2,6",1,"8,1",1
4988,2020,36410,1,0,,3,0,29800,29800,4,1,34,9,5,"1,2,6",1,"1,8",3
4990,2020,36380,1,0,,2,0,44500,44500,5,1,62,10,5,"1,2,6",1,"3,2,8",1
4995,2020,36010,1,0,,3,0,41800,41800,4,2,52,12,5,"1,2,6",1,"8,2,1",3
4996,2020,"363,503,635,036,040",3,"0,0",,3,1,105001,36417,4,1,36,12,5,"1,2,6",1,"4,14,1",1
4997,2020,"363,103,631,036,310",3,0,,4,2,83000,20750,4,1,45,12,5,"1,2,6",1,"1,8,2",1
4998,2020,"3,537,035,370",2,0,,2,0,90000,45000,4,1,27,12,5,"1,2,4,6",1,"8,3,2",4
4999,2020,"364,603,646,036,460",3,1,1,2,0,187000,93500,5,1,53,12,5,"1,2,6",1,"8,1,2",1
5000,2020,"3,631,036,310",2,0,,3,0,114498,38166,5,2,22,12,5,"1,2,5,6,8",1,"7,2,4",3
5001,2020,"3,644,036,440",2,0,,3,1,37000,37000,5,2,36,12,5,"1,2,6",1,"8,3,2",1
5002,2020,35360,1,0,,2,0,45500,45500,5,2,66,11,5,"1,2,6",1,"1,8,4",1
5003,2020,35330,1,0,,2,0,40500,40500,4,1,77,11,5,"1,2,6",1,"2,8,3",1
5004,2020,"3,601,036,010",2,0,,3,0,58500,58500,5,2,22,11,5,"1,2,3,6",1,"8,2,10",3
5005,2020,"3,645,036,450",2,0,,4,2,35300,35300,5,2,37,11,5,"1,2,6",1,"2,1,11",1
5007,2020,"3,433,034,330",2,1,3,3,0,127000,127000,5,1,25,11,5,"1,2,6",1,"1,11,2",3
5008,2020,36440,1,0,,3,1,27000,27000,4,1,36,11,5,"1,2,6",1,"3,1,5",1
5009,2020,"3,203,035,010",2,"2,1","1,1",4,2,162500,128750,5,1,43,1,5,"1,2,6",1,"8,2,1",1
5010,2020,"3,537,035,370",2,"0,0",,4,2,46500,46500,5,2,37,1,5,"2,4,6",1,"4,2,1",1
5011,2020,"3,602,036,020",2,1,4,3,0,175800,175800,5,1,28,1,5,"1,2,4,5,6",1,"1,11,2",3
5013,2020,36400,1,0,,4,0,39000,39000,5,1,17,1,5,"1,2,6",1,"1,2,4",1
5014,2020,"3,602,036,020",2,0,,3,0,110998,68666,4,2,51,12,5,"1,2,5,6",1,"1,2,8",3
5015,2020,35370,1,0,,3,0,124002,41334,5,2,73,12,5,"1,2,6",1,"14,1,8",1
5017,2020,"350,503,636,036,360",3,"0,0",,4,2,79500,26500,5,1,44,12,5,"2,6",1,"8,2,1",1
5018,2020,"3,538,035,380",2,0,,3,0,91201,36267,4,2,22,12,5,"1,2,6",1,"8,2,4",3
5019,2020,36370,1,0,,2,0,36200,36200,5,1,38,12,5,"1,2,4,6",1,"3,2,8",3
5020,2020,36010,1,0,,3,0,54500,54500,5,2,46,2,5,"1,2,3,6",1,"11,8,1",3
5022,2020,"3,502,036,450",2,"0,0",,3,0,30000,30000,5,2,31,2,5,"1,2,6",1,"4,14,5",4
5023,2020,"3,603,036,020",2,1,1,4,0,149500,147625,5,1,56,1,5,"1,2,6,11",1,"1,2,11",1
5025,2020,"3,835,038,350",2,1,1,2,0,162500,162500,5,2,40,1,5,"1,2,6",1,"1,2,11",3
5027,2020,"3,601,036,400",2,"0,1",12,4,0,90000,90000,5,2,35,1,5,"1,2,6",1,"4,8,1",1
5028,2020,36020,1,0,,2,0,62500,62500,5,2,45,3,5,"1,2,6",1,"8,2,1",1
5029,2020,36450,1,0,,3,0,30800,30800,5,2,31,3,5,"1,2,6",1,"2,1,4",3
5033,2020,36480,1,0,,4,2,121000,32250,5,1,40,4,5,"1,2,6,16",1,"14,12",1
5034,2020,36310,1,0,,2,0,110000,55000,5,1,55,4,5,"1,2,6,7,9",1,"2,5",1
5035,2020,"39,020,390,203,902,000,000",4,3,"4,4,4",4,0,763500,763500,5,1,59,5,5,"1,2,4,5,6,8,16","8,3,4","2,1,8",1
5036,2020,"3,642,036,460",2,"0,0",,4,2,39000,39000,5,2,43,5,5,"1,2,6",1,"8,2,14",1
5037,2020,36310,1,0,,3,0,33500,30500,4,1,18,5,5,"2,6",1,"2,3",1
5039,2020,36450,1,0,,5,0,37500,37500,5,2,54,5,5,"1,2,6",1,"3,1,2",3
5040,2020,36400,1,1,4,4,0,375000,93750,5,2,55,2,5,"1,2,6,7",1,"11,1","1,2"
5041,2020,39020,1,2,3,3,0,2080005,693335,5,1,63,2,5,"1,2,6,8,11,15,16,17","3,8","3,2",1
5042,2020,11200,1,1,1,2,0,330000,165000,5,1,59,2,5,"2,6,8,11,15","5,1","5,1",1
5043,2020,36020,1,1,3,3,0,153300,149700,5,2,73,2,5,"1,2,6",1,"2,1,8",1
5044,2020,36360,1,0,,2,0,130000,65000,5,1,27,3,5,"1,2,6,8",1,"5,14",3
5046,2020,35320,1,0,,4,0,192000,68000,5,2,45,3,5,"1,2,5,6",1,"1,11",3
5047,2020,"3,602,036,020",2,1,4,3,0,152000,152000,5,1,60,6,5,"1,2,4,6,8",1,"2,5,3",3
5048,2020,35380,1,0,,4,2,43000,43000,5,2,33,6,5,"1,6",1,"4,5,1",1
5050,2020,36310,1,0,,3,0,22500,22500,5,2,17,6,5,"1,2",1,"5,1,3",1
5051,2020,36310,1,0,,4,0,98000,24500,4,1,17,6,5,"1,2,6",1,"3,1,9",1
5052,2020,"3,807,038,350",2,1,3,2,0,264500,132250,5,1,27,7,5,"1,2,3,6",1,"5,11,4",1
5053,2020,"3,505,036,310",2,1,3,3,0,150198,47566,4,2,46,7,5,"1,2,6",1,"14,9,6",1
5054,2020,36370,1,0,,2,0,43000,21500,3,1,46,7,5,"1,2,6",1,"8,1,10",1
5056,2020,35380,1,1,3,4,0,460000,115000,5,1,31,8,5,"1,2,3,6,17",1,"2,14",3
5058,2020,36480,1,0,,3,0,37500,37500,5,2,53,8,5,"1,2,6",1,"8,2,3",3
5059,2020,36450,1,0,,3,0,28500,28500,4,1,26,8,5,"1,2,6",1,"8,1,2",1
5060,2020,36390,1,0,,5,0,54800,54800,4,2,33,8,5,"1,2,6",1,"8,1,2",3
5061,2020,36400,1,0,,3,1,36500,36500,4,1,44,8,5,"1,2,6",1,"2,1,8",1
5062,2020,36350,1,0,,15,1,48500,48500,5,2,47,4,5,"1,2,6,12",1,"14,2,10","1,5"
5063,2020,36410,1,0,,4,0,50200,50200,5,1,28,4,5,"1,2,3,6",1,"8,3,14",3
5064,2020,36040,1,0,,3,1,21500,21500,4,2,33,4,5,"1,6",1,"2,13,11",1
5065,2020,36310,1,0,,3,0,32800,32800,4,2,65,4,5,"1,2,5,6,8",1,"8,1,14",3
5067,2020,35380,1,0,,4,0,27500,27500,5,1,17,9,5,"1,2,6",1,"2,8,4",1
5068,2020,"3,645,036,450",2,1,12,4,0,215000,209000,5,2,54,9,5,"1,2,6",1,"1,3",1
5069,2020,"3,702,037,020",2,1,1,3,0,263500,263500,5,2,40,9,5,"1,2,4,6",1,"6,2,8",1
5070,2020,"3,538,036,390",2,"0,0",,2,0,42500,42500,4,1,56,9,5,"1,2,6",1,"2,3,11",1
5071,2020,"3,602,036,020",2,1,3,4,0,193000,161500,5,2,27,9,5,"1,2,4,6",1,"3,2,1",3
5072,2020,"39,020,390,103,902,000,000",4,3,"4,4,4",3,1,754499,748833,5,2,37,9,5,"1,2,6","3,8","1,5",1
5073,2020,35370,1,0,,3,0,43500,43500,4,1,43,9,5,"1,2,6",1,"9,1,3",1
5074,2020,35380,1,0,,2,0,41000,41000,5,1,66,5,5,"1,2,6",1,"8,2,1",1
5075,2020,"390,203,902,039,010",3,2,"5,5",4,1,631000,631000,5,2,48,5,5,"1,2,4,5,6,7,9,16","3,8,4","1,2,8",1
5076,2020,36310,1,0,,4,0,31300,31300,5,2,17,5,5,"1,2,5,6",1,"2,1,8",1
5077,2020,36390,1,0,,2,0,37500,37500,5,1,58,5,5,"1,2,6",1,"8,2,1",1
5079,2020,35380,1,0,,3,0,43500,43500,4,2,69,5,5,"1,2,6",1,"2,5",3
5080,2020,36430,1,0,,3,0,34500,34500,5,2,54,5,5,"1,2,6,7",1,"2,10,4",3
5084,2020,"3,640,036,400",2,0,,3,0,151000,47000,5,2,22,10,5,"1,2",1,"3,4,9",1
5085,2020,36420,1,0,,3,1,31200,31200,5,2,44,11,5,"1,2,6",1,"3,11,2",1
5086,2020,35020,1,0,,4,2,35500,35500,5,2,37,11,5,"1,2,6",1,"11,1,4",1
5087,2020,"39,020,390,203,902,000,000,000,000,000,000,000",7,"2,0","1,1",3,1,1562001,540667,5,1,38,11,5,"1,2,4,6,8,9","8,3","1,2,11",1
5089,2020,36420,1,0,,2,0,29000,29000,4,1,29,11,5,"1,2,6",1,"8,14,2",3
5090,2020,36040,1,0,,3,0,52800,52800,5,2,62,11,5,"1,2,6,8",1,"8,7,14",3
5091,2020,36370,1,0,,2,0,35000,35000,4,1,58,11,5,"1,2,6",1,"8,3,14",1
5096,2020,"3,603,036,030",2,1,4,3,0,149000,149000,4,1,28,6,5,"1,2,5,6",1,"1,5,2",3
5097,2020,36440,1,0,,2,0,36500,36500,5,1,63,6,5,"1,2,6",1,"4,2",1
5099,2020,36310,1,0,,4,0,26500,26500,5,2,42,6,5,"1,2,6",1,"4,2,8",3
5100,2020,"3,902,039,010,390,200,000,000,000",5,4,"1,1,1,1",4,1,975000,975000,5,1,41,6,5,"1,2,3,4,5,6,7,9,17","8,3,4","11,1,5",1
5101,2020,"3,631,036,310",2,0,,3,1,143000,52000,4,1,33,1,5,"1,6",1,"1,11,12",1
5102,2020,"360,203,602,036,020",3,0,,3,1,251002,87334,5,2,32,1,5,"1,2,6,16",1,"2,4,1",1
5103,2020,"3,602,036,020",2,0,,3,0,194001,66667,4,2,18,1,5,"1,6,17",6,"2,5,1",3
5104,2020,"39,010,390,203,901,000,000",4,3,"3,3,3",2,1,1127000,281750,4,2,35,1,5,"1,2,16","8,3","11,1,4",1
5107,2020,"363,103,631,036,310",3,0,,4,0,155000,38750,4,1,54,2,5,"1,2,6",1,"4,3,8",1
5108,2020,"220,102,201,022,020",3,1,3,3,1,376998,165666,4,2,32,2,5,"1,2,5,6",1,"14,2,11",1
5109,2020,"39,020,390,103,902,000,000",4,3,"3,3",7,0,2706002,477286,5,2,62,2,5,"1,2,6,16","10,3","14,12",5
5110,2020,"3,648,036,480",2,0,,3,0,284000,118000,4,2,54,2,5,"1,6",1,"1,12,3",1
5111,2020,"363,103,631,036,310",3,0,,3,0,131000,57000,4,1,66,2,5,"6,16",1,"12,5,4",5
5112,2020,"3,505,035,050",2,0,,4,1,175000,49750,3,2,18,7,5,"1,5,6",1,"11,5,4",1
5113,2020,"380,703,807,039,020,000,000,000,000,000",6,"0,1",5,3,0,636000,222000,5,2,46,7,5,"1,2,6,9","10,3","3,7,1",1
5115,2020,"3,604,036,020,360,200,000,000,000",5,"0,1",3,3,0,382001,134667,4,1,24,7,5,"1,2,4,6",1,"4,11,3",1
5116,2020,"3,603,036,030",2,0,,3,0,134001,44667,4,1,18,7,5,"1,2,5",1,"5,11,1",1
5118,2020,"39,020,390,203,902,000,000",4,1,1,4,1,1500001,505667,5,2,18,4,5,"1,2,4,9","3,1,10","8,5,6",1
5119,2020,"360,603,606,036,060",3,0,,5,0,194000,58200,5,1,53,5,5,"1,2,6,16",1,"5,11,14","1,2"
5121,2020,"363,703,637,035,350",3,"0,0",,3,1,164001,74667,5,2,42,5,5,"1,2,6,12",1,"10,2,14",1
5122,2020,"3,602,036,020",2,1,4,3,0,308997,110999,4,2,16,5,5,"1,2,3,6",1,"8,5,1",1
5124,2020,"3,631,036,310,364,800,000,000,000",5,"0,0",,4,0,207399,53683,5,2,55,6,5,"1,2,6",1,"3,11",1
5125,2020,"3,640,036,400",2,0,,3,0,130001,53667,4,1,18,6,5,"1,2,6",1,"4,5,11",1
5126,2020,"3,902,039,020,390,200,000,000,000",5,2,"4,4",5,1,1198999,289833,4,2,46,7,5,"1,2,6","4,8,3","14,11,8",1
5127,2020,"363,903,639,036,390",3,1,10,3,0,301002,110334,5,2,53,7,5,"1,2",1,"5,8,11",1
5128,2020,36030,1,0,,4,1,140999,42583,3,1,18,7,5,1,1,"9,3,4",1
5129,2020,"3,533,035,330,353,200,000,000,000",5,"1,0",4,4,0,398000,99500,5,2,54,8,5,"1,4,6",1,"9,11,3",1
5130,2020,"360,103,601,036,010",3,1,2,2,0,223000,111500,5,1,32,8,5,"1,2,6",1,"3,5,8",3
5131,2020,"3,538,035,380",2,0,,3,0,213002,74334,4,2,22,8,5,"1,6,16",1,"2,11,1",3
5132,2020,"3,631,036,310",2,0,,3,0,129000,43000,4,1,25,8,5,"1,2,16",1,"4,5,12",1
5133,2020,"360,303,603,036,030",3,1,10,3,1,190998,63666,4,2,45,8,5,"1,2,6",1,"6,3,14",1
5136,2020,"364,703,647,036,470",3,0,,4,0,173000,53250,3,2,22,9,5,"1,6,16",1,"3,11,5",1
5141,2020,"3,648,036,480",2,0,,4,1,145000,39250,4,1,44,10,5,"1,2,6",1,"4,14,9",1
5148,2020,"311,203,112,011,030",3,1,12,4,2,813000,365750,4,1,42,12,5,"1,6,8",1,"5,6,9",1
5151,2020,"3,533,035,050",2,"1,2","1,12",4,2,482000,125500,5,2,35,1,5,"1,2,5,6",1,"2,1,3",1
5152,2020,21130,1,2,2,2,0,465000,232500,5,1,57,1,5,"1,2,3,6",1,"2,5,14",1
5155,2020,36390,1,0,,3,0,180003,60001,4,2,26,9,5,6,1,"2,8","1,3"
5157,2020,36320,1,0,,3,0,140000,70000,4,1,42,9,5,"2,6",1,2,3
5158,2020,36390,1,0,,2,0,150003,50001,4,1,62,9,5,"6,17",1,8,1
5159,2020,36060,1,0,,3,0,155001,51667,4,2,52,9,5,2,1,3,1
5160,2020,"1,123,011,020",2,1,2,2,0,300000,150000,4,1,39,2,5,"1,15","10,5,2","1,14,6",4
5162,2020,36460,1,0,,2,0,160000,80000,4,2,64,2,5,"1,2","1,4","5,12,1",1
5164,2020,36020,1,0,,4,0,450000,112500,5,1,49,3,5,"1,3",1,"3,15,2",5
5165,2020,36400,1,0,,2,0,86000,21500,4,2,60,3,5,"1,2",1,"8,5,1",1
5166,2020,"3,640,036,400",2,1,12,4,2,140000,35000,4,1,52,3,5,"1,2",1,"1,2",1
5167,2020,36390,1,0,,4,2,190000,52500,4,2,39,3,5,"1,2",1,"14,1,3",1
5168,2020,36420,1,0,,4,0,380000,95000,4,2,52,3,5,"1,3",1,"14,4,11",3
5172,2020,36030,1,0,,2,0,104000,52000,4,1,52,10,5,"1,2",1,"1,4",1
5173,2020,36480,1,0,,4,0,80000,20000,4,1,25,10,5,"1,2",1,"4,5",3
5174,2020,36440,1,0,,2,0,160000,95000,4,2,66,4,5,"1,2",1,"1,12,4",1
5175,2020,"3,901,039,010",2,1,3,2,0,520000,260000,4,2,32,4,5,"1,2,15","3,8","6,12,1",1
5176,2020,"3,643,036,430",2,1,6,4,0,180000,45000,4,1,52,4,5,3,1,15,4
5177,2020,36310,1,0,,4,0,400000,100000,4,2,49,4,5,3,1,15,3
5178,2020,36390,1,0,,4,0,100000,25000,4,1,69,4,5,"1,2",1,"4,1",1
5179,2020,36370,1,0,,2,0,90000,45000,4,2,56,4,5,"1,2",1,"1,3,8",1
5180,2020,36310,1,0,,4,0,126000,31500,4,2,22,11,5,"1,2",1,"3,5",1
5181,2020,35370,1,0,,4,0,200000,50000,4,2,62,11,5,"1,2",1,"8,4,2",1
5182,2020,36410,1,0,,2,0,100000,40000,4,2,57,11,5,"1,2",1,"12,1",1
5183,2020,"3,636,036,360",2,0,,4,2,210000,90000,4,1,45,12,5,"1,2",1,"5,2,3",1
5184,2020,"3,536,036,310",2,0,,2,0,110000,55000,4,1,26,12,5,"1,6",1,"1,5,12",3
5185,2020,"3,631,036,310",2,0,,3,1,100002,33334,4,1,35,12,5,"1,2",1,"2,1,11",1
5186,2020,35020,1,0,,2,0,150000,75000,4,2,28,12,5,"1,2",1,"2,14,8",1
5187,2020,36480,1,0,,3,1,156998,65666,4,2,35,12,5,"1,2",1,"8,3,2",1
5188,2020,"3,602,036,030",2,"0,0",,5,3,200000,56000,5,1,36,1,5,"1,2",1,"8,4,2",1
5192,2020,"3,635,036,040",2,"0,1",12,2,0,150000,75000,4,2,47,1,5,"1,2",1,"14,5,4",1
5193,2020,36480,1,0,,3,1,99999,33333,4,2,36,1,5,"1,2",1,"3,2,8",1
5194,2020,36360,1,0,,4,0,160002,45834,4,1,51,2,5,"1,6",1,"8,4",3
5195,2020,36390,1,0,,3,0,228000,57000,4,2,32,2,5,1,1,"2,4",1
5196,2020,36030,1,0,,3,0,127002,42334,4,2,26,2,5,"1,6",1,"2,4",1
5197,2020,36040,1,0,,3,0,110001,36667,4,2,45,2,5,2,1,"8,4",3
5198,2020,36320,1,0,,5,3,200000,50000,4,1,31,3,5,"1,2,6",1,"2,7",1
5199,2020,36390,1,0,,3,0,159999,53333,4,2,40,3,5,"1,6",1,"8,2",3
5200,2020,36420,1,0,,2,0,140002,55834,4,1,62,3,5,2,1,2,3
5201,2020,36460,1,0,,3,0,193001,65667,4,2,62,3,5,2,1,4,3
5204,2020,36060,1,0,,3,0,208002,57834,4,1,17,5,5,6,1,"8,11",3
5205,2020,36010,1,0,,3,0,181002,56834,4,1,47,5,5,"1,2,6",1,4,1
5208,2020,36310,1,0,,3,0,162999,47883,4,2,25,4,5,1,1,2,3
5210,2020,36310,1,0,,2,0,80000,35000,4,1,62,4,5,1,1,2,2
5211,2020,36020,1,0,,2,0,180000,115000,4,1,52,6,5,"1,2,4",1,"5,3,2",1
5212,2020,36010,1,0,,2,0,150000,75000,4,2,62,6,5,"1,2,5",1,"4,14,2",1
5213,2020,36310,1,0,,2,0,90000,45000,4,1,38,6,5,"1,2",1,"1,2",3
5216,2020,36030,1,0,,4,1,198000,49500,4,2,42,6,5,"1,2",1,"4,3,14",1
5217,2020,36310,1,0,,4,2,150000,40000,4,1,50,5,5,"1,2",1,"14,1,8",1
5218,2020,36310,1,0,,3,1,179997,64999,4,1,34,5,5,"1,2",1,"14,1,3",1
5219,2020,"1,102,011,020",2,1,9,4,0,420000,120000,4,2,26,5,5,"6,8,15","5,6","6,12,14",3
5220,2020,36040,1,0,,3,0,218000,54500,4,2,64,6,5,"2,6",1,"8,2",3
5221,2020,36350,1,0,,3,0,190001,61667,4,1,56,6,5,6,1,"13,4",3
5222,2020,37310,1,0,,3,0,150000,50000,4,2,32,6,5,1,1,2,1
5224,2020,36060,1,0,,3,0,208000,44000,4,2,52,6,5,"2,6,9",1,"8,12",1
5225,2020,36030,1,0,,4,1,200000,50000,4,1,40,7,5,"1,2",1,"1,5",1
5226,2020,35050,1,0,,4,0,300000,75000,4,1,56,7,5,"1,2",1,"1,2,12",1
5227,2020,36410,1,0,,5,0,190000,38000,4,2,18,7,5,"1,2",1,"2,11",3
5228,2020,"3,632,036,320",2,1,3,2,0,300000,150000,4,1,72,8,5,"1,2,6",1,6,1
5230,2020,36010,1,0,,4,2,120000,47500,4,2,46,8,5,"1,2",1,"12,5",1
5231,2020,36310,1,0,,2,0,100000,50000,4,1,56,8,5,"1,2",1,"3,1",1
5233,2020,36400,1,0,,4,0,190000,47500,4,1,34,7,5,1,1,"2,9,4",3
5234,2020,36410,1,0,,3,1,155001,51667,4,1,33,8,5,"1,2,3",1,"2,3",1
5237,2020,36310,1,0,,4,0,140000,35000,4,2,72,8,5,"1,2",1,1,1
5238,2020,36330,1,0,,2,0,190000,95000,4,2,64,8,5,"1,2",1,"1,5",1
5239,2020,36390,1,0,,2,0,100000,50000,4,1,62,9,5,1,1,"3,12",1
5240,2020,"390,203,902,039,020,000,000,000,000,000",6,2,"3,3",4,0,850000,212500,4,1,52,9,5,"1,2,6","3,8","14,12,5",1
5241,2020,36400,1,0,,3,1,129999,43333,4,1,46,9,5,1,1,2,1
5242,2020,"3,639,036,390",2,1,12,2,0,200000,100000,4,1,29,9,5,1,1,"6,1",1
5243,2020,36400,1,0,,2,0,100000,50000,4,2,57,9,5,1,1,"1,5",1
5244,2020,"3,648,036,420",2,1,12,4,2,200000,37500,4,2,46,9,5,"1,2",1,"1,12,5",1
5245,2020,"3,602,036,020",2,1,12,3,1,172002,57334,4,1,35,10,5,"1,2",1,"2,1",1
5246,2020,36410,1,0,,4,0,100000,25000,4,1,50,10,5,"1,2",1,"1,14",3
5247,2020,36310,1,0,,3,0,150003,50001,4,2,57,10,5,"1,2",1,"1,8",1
5249,2020,36360,1,0,,4,2,150000,37500,4,2,48,11,5,"1,2",1,"12,1,3",1
5250,2020,36440,1,0,,3,1,150003,50001,4,1,48,11,5,1,1,"2,12",1
5251,2020,36310,1,0,,4,0,150000,37500,4,1,28,11,5,"1,2",1,"4,1",1
5252,2020,36400,1,0,,4,1,200000,50000,4,1,45,12,5,"1,2",1,"3,5,14",1
5253,2020,"3,631,036,310",2,0,,2,0,100000,50000,4,1,28,12,5,"1,2",1,"9,12,4",1
5254,2020,36450,1,0,,3,1,150000,70000,4,1,38,12,5,"1,2",1,"1,14,2",1
5256,2020,"360,203,602,036,460",3,"1,1","3,12",4,0,410000,102500,5,1,32,9,5,"1,6",1,"2,1",3
5257,2020,"3,631,036,440",2,"0,1",12,4,0,200000,50000,4,2,26,9,5,"1,2",1,"2,4",3
5258,2020,"3,504,036,410",2,"0,1",12,4,0,200000,50000,5,2,47,9,5,"1,2",1,"2,8",3
5259,2020,"360,203,602,036,360",3,"1,1","3,12",4,0,450000,112500,5,1,27,9,5,"1,2,6",1,"2,1",3
5260,2020,"3,639,036,400",2,"0,1",12,4,2,150000,37500,4,1,48,9,5,"1,2",1,"2,8",1
5261,2020,"3,643,035,360",2,"0,1",12,4,0,40000,10000,4,2,38,1,5,1,1,"1,5,14",3
5262,2020,"3,640,036,040",2,"0,0",,4,0,100000,25000,4,1,27,1,5,1,1,"2,1,14",3
5263,2020,36480,1,0,,2,0,80000,40000,4,1,57,1,5,"1,2",1,"8,9,4",1
5264,2020,35370,1,0,,4,0,180000,45000,4,1,64,1,5,"1,2",1,"1,2",3
5265,2020,"3,636,036,370",2,"0,1",12,4,0,70000,17500,4,2,48,1,5,"1,2",1,"3,1,2",3
5266,2020,"3,533,036,040",2,"1,1","5,12",4,2,460000,115000,4,1,48,1,5,"1,3,6",1,"12,1",1
5267,2020,35380,1,0,,2,0,100000,50000,4,1,36,1,5,"1,2",1,2,1
5268,2020,36480,1,1,3,4,2,310000,77500,4,2,48,2,5,"1,6",1,"2,1",1
5269,2020,35010,1,1,3,4,0,400000,100000,5,2,26,2,5,"1,2,6",1,"2,8",3
5270,2020,36380,1,1,11,4,0,320000,80000,4,1,22,2,5,"1,6",8,"1,2",3
5271,2020,36310,1,0,,2,0,100000,50000,5,2,27,3,5,1,1,2,3
5272,2020,36390,1,0,,4,2,200000,50000,4,2,38,3,5,1,1,2,1
5273,2020,36390,1,0,,2,0,132000,44000,4,2,35,4,5,1,1,2,3
5276,2020,36040,1,0,,2,0,150003,50001,4,2,33,10,5,11,1,"14,8",1
5277,2020,36460,1,0,,3,0,164001,54667,4,2,54,10,5,"2,6",1,"8,3",3
5278,2020,36350,1,0,,3,0,182001,60667,4,1,25,10,5,2,1,"2,8",3
5280,2020,36010,1,0,,3,0,225000,67500,4,1,72,10,5,2,1,2,3
5281,2020,36320,1,0,,3,0,245000,61250,4,1,35,10,5,2,1,"4,8",1
5283,2020,36310,1,0,,4,0,145000,36250,4,1,25,5,5,"1,2",1,"1,5,14",1
5284,2020,36360,1,0,,2,0,90000,45000,4,2,52,5,5,"1,2",1,"5,14",1
5285,2020,36030,1,0,,2,0,150000,75000,4,2,27,5,5,"1,2",1,"3,4",3
5287,2020,36480,1,0,,2,0,100000,50000,4,1,49,5,5,"1,2,6",1,"2,3,14",1
5288,2020,36040,1,0,,2,0,185002,48334,4,1,26,6,5,1,1,"4,2",3
5290,2020,36010,1,0,,2,0,110000,55000,4,1,63,6,5,1,1,"4,8",3
5291,2020,36310,1,0,,3,0,150000,50000,4,1,41,7,5,"1,2,6",1,"4,1,2",1
5292,2020,36040,1,0,,3,0,135002,43334,4,2,25,7,5,6,1,"2,4,8",1
5293,2020,36390,1,0,,3,0,265001,65417,4,2,35,7,5,1,1,"4,3,2",2
5295,2020,"3,633,036,330",2,1,12,4,2,270000,67500,4,1,35,8,5,"1,2",1,"12,6",1
5296,2020,"2,109,021,010",2,1,9,4,0,500000,125000,4,1,28,8,5,"1,2,15",6,"1,3",3
5297,2020,36410,1,0,,4,2,160000,40000,4,1,62,8,5,"1,2",1,14,1
5298,2020,36310,1,0,,4,0,190000,47500,4,2,28,8,5,"1,2",1,1,1
5299,2020,36320,1,0,,2,0,100000,50000,4,2,52,8,5,"1,2",1,"4,11",1
5300,2020,36330,1,0,,3,0,180000,45000,4,2,63,11,5,1,1,8,3
5301,2020,36330,1,0,,3,0,250002,83334,4,2,42,11,5,"4,6",1,"8,1",3
5302,2020,36390,1,0,,3,0,120000,40000,4,1,76,9,5,"1,2",1,"9,3",1
5303,2020,36360,1,0,,3,1,140001,46667,4,2,45,9,5,"1,11",1,"12,3,14",1
5305,2020,36480,1,0,,3,0,90000,30000,4,2,72,9,5,"1,2",1,"2,1",1
5306,2020,36390,1,0,,4,1,140000,50000,4,1,48,9,5,"1,2",1,"12,1",1
5308,2020,36060,1,0,,3,0,188000,47000,4,1,52,12,5,1,1,2,1
5313,2020,36400,1,0,,2,0,100000,50000,4,1,65,1,5,2,1,8,4
5315,2020,"3,631,036,310",2,"0,1",12,4,0,220000,55000,4,1,54,1,5,"1,6",1,"2,4,8",1
5316,2020,"210,901,123,036,390",3,"1,0,1","1,12",2,0,870000,435000,4,1,31,1,5,"2,6,8,15",1,"2,1",3
5317,2020,11030,1,1,1,3,0,1109995,479165,4,2,31,1,5,"6,8,15","2,5,10","7,2",3
5318,2020,"3,631,036,310",2,1,11,3,0,324999,108333,5,2,58,10,5,"2,6,8",1,"4,8,9",1
5320,2020,35360,1,1,3,2,0,270000,135000,5,1,28,10,5,"1,6",1,5,3
5323,2020,36020,1,2,3,6,0,1920000,320000,4,2,21,2,5,"1,2,6",1,"2,1,11",3
5324,2020,36310,1,0,,3,0,62999,56333,5,1,26,2,5,"1,2,6",1,"4,1,2",3
5325,2020,36310,1,0,,4,0,70000,70000,5,1,30,3,5,"1,6,17",1,"4,1,3",3
5326,2020,"3,645,036,310",2,"0,0",,2,0,95300,72650,4,1,29,3,5,"1,2,6,8,12",1,"13,2,11",3
5327,2020,35380,1,1,3,6,0,100000,100000,4,2,43,3,5,"1,2,6",1,"3,1,5",2
5328,2020,39020,1,1,9,2,0,358000,279000,5,2,26,3,5,"1,3,6","3,10,8","3,5,2",3
5330,2020,36450,1,0,,2,0,60000,30000,5,1,28,4,5,6,1,5,1
5331,2020,36330,1,0,,3,0,105000,35000,5,1,34,4,5,6,1,5,1
5332,2020,35370,1,2,2,4,0,472000,118000,5,1,44,11,5,"1,2,6",1,"14,2",1
5334,2020,36390,1,0,,3,0,170001,56667,4,1,43,5,5,2,1,2,1
5335,2020,36350,1,0,,3,0,180000,60000,4,1,35,5,5,16,1,4,1
