,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship_beforesplit,relationship1,relationship2,relationship3,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_14,target_15,target_16,target_17,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,target_area7,target_area8,target_area9,target_area10,target_area11,transportation1,transportation2,transportation3,reason1,reason2,reason3,accommodation_1,accommodation_2,accommodation_3,accommodation_4,accommodation_5,accommodation_6,accommodation_7,accommodation_8,accommodation_9,accommodation_10,accommodation_11,accommodation_12,accommodation_13,accommodation_14
13334,2019.0,35020,1,1,3,3.0,0.0,149500.0,,4.0,1,6,11,34,"1,5,6",1,"2,4,14",3,3.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,35020,,,,,,,,,,,1,,,2,4,14,3.0,,,,,,,,,,,,,
13335,2019.0,29010,1,0,0,2.0,0.0,93000.0,,4.0,1,3,11,34,1,1,"8,2,5",3,3.0,,,1.0,,,,,,,,,,,,,,,,29010,,,,,,,,,,,1,,,8,2,5,,,,,,,,,,,,,,
13336,2019.0,"34030,25040",2,"0,0",,3.0,0.0,302010.0,,4.0,1,2,12,34,"1,2",1,"1,14",3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,34030,25040.0,,,,,,,,,,1,,,1,14,,0.0,0.0,,,,,,,,,,,,
13337,2019.0,"34370,32340",2,"0,2",4,3.0,0.0,924990.0,,4.0,1,2,12,34,"3,6",1,"14,10",3,3.0,,,,,1.0,,,1.0,,,,,,,,,,,34370,32340.0,,,,,,,,,,1,,,14,10,,0.0,4.0,4.0,,,,,,,,,,,
13338,2019.0,34370,1,0,0,20.0,0.0,1320000.0,,4.0,1,7,12,34,"2,6,7",7,"14,5",5,5.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,34370,,,,,,,,,,,7,,,14,5,,,,,,,,,,,,,,,
13339,2019.0,21090,1,2,4,3.0,0.0,405000.0,,4.0,2,2,12,34,"1,2,6","2,5","2,6,4",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,21090,,,,,,,,,,,2,5,,2,6,4,4.0,4.0,,,,,,,,,,,,
13340,2019.0,39010,1,3,1,3.0,0.0,1500000.0,,4.0,2,4,12,34,"1,2,6","1,3,7","4,2,1",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,39010,,,,,,,,,,,1,3,7,4,2,1,1.0,1.0,1.0,,,,,,,,,,,
13341,2019.0,34360,1,0,0,20.0,0.0,50000.0,,4.0,2,7,1,34,"2,11",7,"3,8,14",5,5.0,,,,1.0,,,,,,,,,1.0,,,,,,34360,,,,,,,,,,,7,,,3,8,14,,,,,,,,,,,,,,
13342,2019.0,39020,1,2,2,2.0,0.0,615000.0,,4.0,2,3,1,34,"2,5,6","3,1,8","1,6,2",3,3.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,39020,,,,,,,,,,,3,1,8,1,6,2,2.0,2.0,,,,,,,,,,,,
13343,2019.0,34360,1,0,0,3.0,0.0,194980.0,,5.0,2,5,12,34,"1,2,6",1,"8,5,14",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,34360,,,,,,,,,,,1,,,8,5,14,,,,,,,,,,,,,,
13344,2019.0,34370,1,0,0,2.0,0.0,194000.0,,4.0,2,6,12,34,"1,7",1,"5,11",1,1.0,,,1.0,,,,,,1.0,,,,,,,,,,34370,,,,,,,,,,,1,,,5,11,,,,,,,,,,,,,,,
13345,2019.0,34030,1,0,0,2.0,0.0,160000.0,,5.0,1,2,12,34,"1,6",1,"4,2,11",3,3.0,,,1.0,,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,1,,,4,2,11,,,,,,,,,,,,,,
13346,2019.0,34330,1,1,11,5.0,0.0,520000.0,,4.0,1,5,12,34,"1,2,6",1,"6,5,2",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,34330,,,,,,,,,,,1,,,6,5,2,11.0,,,,,,,,,,,,,
13347,2019.0,37020,1,0,0,2.0,0.0,291000.0,,5.0,2,2,1,34,"1,4,16","1,8","2,1",3,3.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,37020,,,,,,,,,,,1,8,,2,1,,,,,,,,,,,,,,,
13348,2019.0,"38050,35010",2,"1,0",4,3.0,0.0,299980.0,,4.0,1,3,1,34,"1,6,16",1,"2,1,8",1,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,,38050,35010.0,,,,,,,,,,1,,,2,1,8,4.0,0.0,,,,,,,,,,,,
13349,2019.0,36360,1,1,3,5.0,0.0,595000.0,,4.0,1,2,2,34,"1,2,16",1,"3,1,5",3,3.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,36360,,,,,,,,,,,1,,,3,1,5,3.0,,,,,,,,,,,,,
13351,2019.0,23010,1,0,0,15.0,0.0,50000.0,,4.0,2,7,2,34,"1,2",7,"1,5,3",5,5.0,,,1.0,1.0,,,,,,,,,,,,,,,23010,,,,,,,,,,,7,,,1,5,3,,,,,,,,,,,,,,
13352,2019.0,"11240,11020",2,0,0,2.0,0.0,154000.0,,4.0,2,2,2,34,"2,5,8",1,"2,14,5",3,3.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,11240,11020.0,,,,,,,,,,1,,,2,14,5,,,,,,,,,,,,,,
13353,2019.0,36480,1,0,0,4.0,0.0,247000.0,,4.0,1,4,3,34,"1,2,15",1,"1,14,5",1,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,36480,,,,,,,,,,,1,,,1,14,5,,,,,,,,,,,,,,
13354,2019.0,33380,1,0,0,30.0,0.0,405000.0,,4.0,1,7,5,34,"1,6","7,8","2,4,5","3,5",3.0,5.0,,1.0,,,,,1.0,,,,,,,,,,,33380,,,,,,,,,,,7,8,,2,4,5,,,,,,,,,,,,,,
13355,2019.0,33030,1,0,0,2.0,0.0,56000.0,,4.0,1,6,5,34,"1,2",1,"9,12,4",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,33030,,,,,,,,,,,1,,,9,12,4,,,,,,,,,,,,,,
13356,2019.0,25020,1,0,0,1.0,,108000.0,,4.0,1,2,5,34,"2,8",6,"8,7,9",,,,,,1.0,,,,,,1.0,,,,,,,,,25020,,,,,,,,,,,6,,,8,7,9,,,,,,,,,,,,,,
13357,2019.0,35330,1,1,4,4.0,2.0,542000.0,,4.0,2,4,6,34,"1,2,6",1,"2,4,1",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,35330,,,,,,,,,,,1,,,2,4,1,4.0,,,,,,,,,,,,,
13358,2019.0,34030,1,1,4,4.0,0.0,750010.0,,4.0,2,7,7,34,"1,6",1,"2,5,1",1,1.0,,,1.0,,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,1,,,2,5,1,4.0,,,,,,,,,,,,,
13359,2019.0,35010,1,1,8,4.0,0.0,260000.0,,4.0,2,6,7,34,"2,6,11",1,"5,14,2",3,3.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,35010,,,,,,,,,,,1,,,5,14,2,8.0,,,,,,,,,,,,,
13360,2019.0,34030,1,0,0,2.0,0.0,92000.0,,4.0,2,5,7,34,"2,6,9",1,"5,11,2",1,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,34030,,,,,,,,,,,1,,,5,11,2,,,,,,,,,,,,,,
13361,2019.0,33340,1,1,12,4.0,0.0,180000.0,,4.0,1,4,7,34,"1,2,6",1,"5,12,11",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,33340,,,,,,,,,,,1,,,5,12,11,12.0,,,,,,,,,,,,,
13362,2019.0,34340,1,0,0,2.0,0.0,122000.0,,4.0,2,4,7,34,"6,9,12",1,"7,11,1",3,3.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,34340,,,,,,,,,,,1,,,7,11,1,,,,,,,,,,,,,,
13363,2019.0,34020,1,1,12,4.0,0.0,294000.0,,4.0,1,5,7,34,"1,2,6",1,"2,8,5",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,34020,,,,,,,,,,,1,,,2,8,5,12.0,,,,,,,,,,,,,
13364,2019.0,34020,1,0,0,2.0,0.0,29000.0,,4.0,2,4,2,34,"1,2",1,"3,2,1",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,34020,,,,,,,,,,,1,,,3,2,1,,,,,,,,,,,,,,
13365,2019.0,35320,1,0,0,4.0,0.0,195000.0,,4.0,2,5,2,34,"1,2",1,"4,14",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,35320,,,,,,,,,,,1,,,4,14,,,,,,,,,,,,,,,
13366,2019.0,33020,1,1,3,13.0,2.0,293000.0,,4.0,1,5,8,34,"1,6",1,"4,9,3","1,2",1.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,33020,,,,,,,,,,,1,,,4,9,3,3.0,,,,,,,,,,,,,
13367,2019.0,34370,1,1,4,4.0,1.0,419000.0,,4.0,2,7,9,34,"1,6,7",1,"9,6,1",1,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,34370,,,,,,,,,,,1,,,9,6,1,4.0,,,,,,,,,,,,,
13368,2019.0,35370,1,1,3,2.0,0.0,352000.0,,4.0,1,5,9,34,"1,6,11",1,"2,9,14",1,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,35370,,,,,,,,,,,1,,,2,9,14,3.0,,,,,,,,,,,,,
13369,2019.0,33330,1,1,13,4.0,0.0,238400.0,,4.0,2,5,9,34,"2,6",1,"9,4",1,1.0,,,,1.0,,,,1.0,,,,,,,,,,,33330,,,,,,,,,,,1,,,9,4,,13.0,,,,,,,,,,,,,
13370,2019.0,37090,1,0,0,1.0,,100000.0,,4.0,1,6,10,34,1,1,"1,3",,,,,1.0,,,,,,,,,,,,,,,,37090,,,,,,,,,,,1,,,1,3,,,,,,,,,,,,,,,
13371,2019.0,21060,1,1,2,4.0,0.0,503000.0,,4.0,1,2,10,34,"1,15",1,"11,1",3,3.0,,,1.0,,,,,,,,,,,,,1.0,,,21060,,,,,,,,,,,1,,,11,1,,2.0,,,,,,,,,,,,,
13372,2019.0,34030,1,0,0,1.0,,100000.0,,4.0,1,4,10,34,"1,6",1,"4,1,2",,,,,1.0,,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,1,,,4,1,2,,,,,,,,,,,,,,
13373,2019.0,39020,1,2,4,4.0,0.0,1330000.0,,4.0,1,5,10,34,"1,6","8,3","4,3,2",3,3.0,,,1.0,,,,,1.0,,,,,,,,,,,39020,,,,,,,,,,,8,3,,4,3,2,4.0,4.0,,,,,,,,,,,,
13374,2019.0,"35030,34030",2,"0,0",,3.0,0.0,220000.0,,4.0,2,4,10,34,"1,6",1,"3,4,2",3,3.0,,,1.0,,,,,1.0,,,,,,,,,,,35030,34030.0,,,,,,,,,,1,,,3,4,2,0.0,0.0,,,,,,,,,,,,
13375,2019.0,34060,1,0,0,2.0,0.0,118000.0,,4.0,2,7,11,34,8,1,1,1,1.0,,,,,,,,,,1.0,,,,,,,,,34060,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,
13376,2019.0,33040,1,0,0,2.0,0.0,170000.0,,4.0,1,5,11,34,"1,6",1,"4,12",1,1.0,,,1.0,,,,,1.0,,,,,,,,,,,33040,,,,,,,,,,,1,,,4,12,,,,,,,,,,,,,,,
13377,2019.0,25040,1,0,0,2.0,0.0,205000.0,,4.0,1,2,11,34,8,1,"7,4",3,3.0,,,,,,,,,,1.0,,,,,,,,,25040,,,,,,,,,,,1,,,7,4,,,,,,,,,,,,,,,
13378,2019.0,33030,1,1,4,2.0,0.0,269000.0,,4.0,2,5,11,34,1,1,2,1,1.0,,,1.0,,,,,,,,,,,,,,,,33030,,,,,,,,,,,1,,,2,,,4.0,,,,,,,,,,,,,
13379,2019.0,34340,1,0,0,25.0,0.0,50000.0,,4.0,1,7,11,34,1,7,"1,11",5,5.0,,,1.0,,,,,,,,,,,,,,,,34340,,,,,,,,,,,7,,,1,11,,,,,,,,,,,,,,,
13380,2019.0,34060,1,0,0,2.0,0.0,249000.0,,4.0,1,6,11,34,"1,8",1,7,1,1.0,,,1.0,,,,,,,1.0,,,,,,,,,34060,,,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,
13381,2019.0,34360,1,0,0,4.0,0.0,390000.0,,4.0,1,4,11,34,"2,6",1,8,1,1.0,,,,1.0,,,,1.0,,,,,,,,,,,34360,,,,,,,,,,,1,,,8,,,,,,,,,,,,,,,,
13382,2019.0,37400,1,0,0,1.0,,192000.0,,4.0,1,7,12,34,2,1,"8,1",,,,,,1.0,,,,,,,,,,,,,,,37400,,,,,,,,,,,1,,,8,1,,,,,,,,,,,,,,,
13383,2019.0,32030,1,0,0,4.0,0.0,418000.0,,4.0,2,4,12,34,"1,2",1,"8,2,1",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,32030,,,,,,,,,,,1,,,8,2,1,,,,,,,,,,,,,,
13384,2019.0,35050,1,0,0,4.0,0.0,78000.0,,5.0,2,7,12,34,"1,12,16",1,"1,14",1,1.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,35050,,,,,,,,,,,1,,,1,14,,,,,,,,,,,,,,,
13385,2019.0,25040,1,0,0,1.0,,99000.0,,4.0,1,6,12,34,"1,6",1,"8,14",,,,,1.0,,,,,1.0,,,,,,,,,,,25040,,,,,,,,,,,1,,,8,14,,,,,,,,,,,,,,,
13386,2019.0,"33330,33040",2,0,0,4.0,1.0,112000.0,,3.0,2,4,1,34,"1,2,6,15",1,"1,11",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,33330,33040.0,,,,,,,,,,1,,,1,11,,,,,,,,,,,,,,,
13387,2019.0,35020,1,0,0,3.0,0.0,96000.0,,4.0,1,5,2,34,"1,6",1,"1,3",1,1.0,,,1.0,,,,,1.0,,,,,,,,,,,35020,,,,,,,,,,,1,,,1,3,,,,,,,,,,,,,,,
13388,2019.0,35010,1,0,0,3.0,0.0,53500.0,,4.0,2,5,2,34,"1,2",1,"4,3,2",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,35010,,,,,,,,,,,1,,,4,3,2,,,,,,,,,,,,,,
13389,2019.0,34050,1,0,0,4.0,0.0,48000.0,,4.0,1,4,2,34,"1,2",1,"2,3,8",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,34050,,,,,,,,,,,1,,,2,3,8,,,,,,,,,,,,,,
13390,2019.0,34030,1,0,0,4.0,0.0,84000.0,,4.0,2,6,2,34,"1,2",1,"1,2",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,34030,,,,,,,,,,,1,,,1,2,,,,,,,,,,,,,,,
13391,2019.0,"34380,32030",2,"0,0",,3.0,1.0,125000.0,,4.0,1,3,3,34,"1,4,6",1,"11,2,1",1,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,34380,32030.0,,,,,,,,,,1,,,11,2,1,0.0,0.0,,,,,,,,,,,,
13392,2019.0,"11160,35020",2,"0,0",,2.0,0.0,116000.0,,4.0,1,6,3,34,"1,2,4,6,15",1,"2,11,3",1,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,11160,35020.0,,,,,,,,,,1,,,2,11,3,0.0,0.0,,,,,,,,,,,,
13393,2019.0,34330,1,0,0,4.0,0.0,58500.0,,3.0,2,7,3,34,"1,2,4,6",1,"11,1,4",5,5.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,34330,,,,,,,,,,,1,,,11,1,4,,,,,,,,,,,,,,
13394,2019.0,37020,1,0,0,2.0,0.0,91000.0,,5.0,2,5,3,34,"1,2,4,6",1,"1,11,2",1,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,37020,,,,,,,,,,,1,,,1,11,2,,,,,,,,,,,,,,
13395,2019.0,35010,1,0,0,3.0,0.0,81500.0,,4.0,2,7,3,34,"1,2,6",1,"1,11,2",5,5.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,35010,,,,,,,,,,,1,,,1,11,2,,,,,,,,,,,,,,
13396,2019.0,"33340,33380",2,"0,0",,4.0,0.0,123000.0,,5.0,2,5,3,34,"1,4,6,15,16",1,"2,11,1",1,1.0,,,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,33340,33380.0,,,,,,,,,,1,,,2,11,1,0.0,0.0,,,,,,,,,,,,
13397,2019.0,"25030,35010",2,"0,0",,4.0,2.0,131000.0,,4.0,1,4,3,34,"1,2,4,6",1,"2,4,1",1,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,25030,35010.0,,,,,,,,,,1,,,2,4,1,0.0,0.0,,,,,,,,,,,,
13398,2019.0,34330,1,0,0,2.0,0.0,99000.0,,3.0,1,2,3,34,"1,2,4,6",1,"1,2,9",3,3.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,34330,,,,,,,,,,,1,,,1,2,9,,,,,,,,,,,,,,
13399,2019.0,34330,1,0,0,7.0,0.0,50000.0,,4.0,1,5,4,34,"1,4,6",1,"2,14,3",3,3.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,34330,,,,,,,,,,,1,,,2,14,3,,,,,,,,,,,,,,
13400,2019.0,29010,1,0,0,4.0,0.0,186000.0,,4.0,1,4,4,34,"1,2,6",1,"2,9,3",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,29010,,,,,,,,,,,1,,,2,9,3,,,,,,,,,,,,,,
13401,2019.0,35020,1,0,0,2.0,0.0,110000.0,,4.0,1,7,4,34,"1,6",1,"1,3,4",1,1.0,,,1.0,,,,,1.0,,,,,,,,,,,35020,,,,,,,,,,,1,,,1,3,4,,,,,,,,,,,,,,
13402,2019.0,35010,1,0,0,2.0,0.0,130000.0,,4.0,2,2,4,34,"1,2,6,8",1,"4,2,5",3,3.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,35010,,,,,,,,,,,1,,,4,2,5,,,,,,,,,,,,,,
13403,2019.0,32070,1,0,0,8.0,0.0,70000.0,,4.0,2,7,6,34,"1,2",7,"14,3,5",5,5.0,,,1.0,1.0,,,,,,,,,,,,,,,32070,,,,,,,,,,,7,,,14,3,5,,,,,,,,,,,,,,
13404,2019.0,34030,1,0,0,2.0,0.0,100000.0,,4.0,1,4,6,34,"1,2,11",1,"8,5,14",3,3.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,34030,,,,,,,,,,,1,,,8,5,14,,,,,,,,,,,,,,
13405,2019.0,32070,1,0,0,8.0,0.0,70000.0,,4.0,2,6,6,34,"1,2,3",7,"5,14,3",5,5.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,32070,,,,,,,,,,,7,,,5,14,3,,,,,,,,,,,,,,
13406,2019.0,34330,1,0,0,4.0,2.0,150000.0,,4.0,1,3,7,34,"1,2,11",1,"2,3,8",1,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,34330,,,,,,,,,,,1,,,2,3,8,,,,,,,,,,,,,,
13407,2019.0,34330,1,0,0,5.0,0.0,135000.0,,4.0,1,6,7,34,"1,2,6",1,"2,8",7,7.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,34330,,,,,,,,,,,1,,,2,8,,,,,,,,,,,,,,,
13408,2019.0,35020,1,0,0,4.0,0.0,50000.0,,4.0,2,4,7,34,"1,2",1,"1,8,2",3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,35020,,,,,,,,,,,1,,,1,8,2,,,,,,,,,,,,,,
13409,2019.0,23320,1,1,4,4.0,0.0,430000.0,,4.0,1,4,7,34,"1,2,6",1,"1,6,2",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,23320,,,,,,,,,,,1,,,1,6,2,4.0,,,,,,,,,,,,,
13410,2019.0,34380,1,0,0,4.0,0.0,356000.0,,4.0,1,5,7,34,"1,2",1,"3,2,12",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,34380,,,,,,,,,,,1,,,3,2,12,,,,,,,,,,,,,,
13411,2019.0,26040,1,1,4,3.0,0.0,98480.0,,5.0,2,7,7,34,"1,2,4,6",1,"2,1,14",5,5.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,26040,,,,,,,,,,,1,,,2,1,14,4.0,,,,,,,,,,,,,
13412,2019.0,32030,1,2,"3,6",4.0,0.0,640000.0,,4.0,1,3,8,34,"1,2,3,6",1,"3,1,2",3,3.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,32030,,,,,,,,,,,1,,,3,1,2,3.0,6.0,,,,,,,,,,,,
13413,2019.0,34340,1,0,0,20.0,0.0,30000.0,,4.0,2,7,4,34,"1,6",7,"5,3,9",5,5.0,,,1.0,,,,,1.0,,,,,,,,,,,34340,,,,,,,,,,,7,,,5,3,9,,,,,,,,,,,,,,
13414,2019.0,29010,1,0,0,8.0,0.0,340000.0,,4.0,1,7,4,34,"1,6,17",1,"3,5,2",3,3.0,,,1.0,,,,,1.0,,,,,,,,,,1.0,29010,,,,,,,,,,,1,,,3,5,2,,,,,,,,,,,,,,
13415,2019.0,39020,1,2,3,4.0,2.0,1100000.0,,5.0,2,3,4,34,"1,2,5,6,8","4,8,3","2,1,14",1,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,39020,,,,,,,,,,,4,8,3,2,1,14,3.0,3.0,,,,,,,,,,,,
13416,2019.0,"34330,34010",2,"0,0",,2.0,0.0,210000.0,,4.0,1,5,4,34,"1,2,4,6",1,"2,5",1,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,34330,34010.0,,,,,,,,,,1,,,2,5,,0.0,0.0,,,,,,,,,,,,
13417,2019.0,34030,1,0,0,4.0,0.0,236000.0,,4.0,2,7,4,34,"1,2,6,8",1,"1,3,2",1,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,34030,,,,,,,,,,,1,,,1,3,2,,,,,,,,,,,,,,
13418,2019.0,34020,1,0,0,2.0,0.0,90000.0,,4.0,1,6,4,34,"1,6",1,4,1,1.0,,,1.0,,,,,1.0,,,,,,,,,,,34020,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,
13419,2019.0,36020,1,0,0,28.0,0.0,50000.0,,4.0,2,5,4,34,"1,6",7,"3,1,2",5,5.0,,,1.0,,,,,1.0,,,,,,,,,,,36020,,,,,,,,,,,7,,,3,1,2,,,,,,,,,,,,,,
13420,2019.0,34370,1,0,0,2.0,0.0,100000.0,,3.0,1,2,9,34,"1,6",1,"2,14,4",3,3.0,,,1.0,,,,,1.0,,,,,,,,,,,34370,,,,,,,,,,,1,,,2,14,4,,,,,,,,,,,,,,
13421,2019.0,34020,1,0,0,2.0,0.0,60000.0,,4.0,1,7,9,34,"1,4",1,"3,5,14",1,1.0,,,1.0,,,1.0,,,,,,,,,,,,,34020,,,,,,,,,,,1,,,3,5,14,,,,,,,,,,,,,,
13422,2019.0,34370,1,0,0,2.0,0.0,60000.0,,4.0,2,7,9,34,"1,2,6",1,"14,8,2",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,34370,,,,,,,,,,,1,,,14,8,2,,,,,,,,,,,,,,
13423,2019.0,"34370,34020",2,"0,0",,40.0,0.0,1552000.0,,5.0,1,4,9,34,"1,2,4","7,8","12,8,9",4,4.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,34370,34020.0,,,,,,,,,,7,8,,12,8,9,0.0,0.0,,,,,,,,,,,,
13424,2019.0,38050,1,0,0,12.0,0.0,60000.0,,4.0,1,5,10,34,"1,2,4",7,"2,5,14",3,3.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,38050,,,,,,,,,,,7,,,2,5,14,,,,,,,,,,,,,,
13425,2019.0,34030,1,0,0,2.0,0.0,148000.0,,5.0,1,6,10,34,"1,2",1,"2,8",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,34030,,,,,,,,,,,1,,,2,8,,,,,,,,,,,,,,,
13426,2019.0,34030,1,0,0,2.0,0.0,108000.0,,5.0,1,3,10,34,"1,2,5",1,"14,5,8",3,3.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,34030,,,,,,,,,,,1,,,14,5,8,,,,,,,,,,,,,,
13427,2019.0,33380,1,0,0,7.0,0.0,75000.0,,5.0,2,6,10,34,"1,2",7,"3,14",3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,33380,,,,,,,,,,,7,,,3,14,,,,,,,,,,,,,,,
13428,2019.0,34030,1,0,0,4.0,0.0,203000.0,,4.0,2,7,10,34,"1,2",1,"9,8",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,34030,,,,,,,,,,,1,,,9,8,,,,,,,,,,,,,,,
13429,2019.0,34030,1,0,0,2.0,0.0,105000.0,,4.0,1,2,10,34,"1,2",1,"2,8",3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,34030,,,,,,,,,,,1,,,2,8,,,,,,,,,,,,,,,
13430,2019.0,34330,1,0,0,1.0,,351000.0,,4.0,1,2,11,34,8,1,"7,4",,,,,,,,,,,,1.0,,,,,,,,,34330,,,,,,,,,,,1,,,7,4,,,,,,,,,,,,,,,
13431,2019.0,34060,1,0,0,2.0,0.0,98000.0,,4.0,1,4,11,34,"1,6",1,"2,1",1,1.0,,,1.0,,,,,1.0,,,,,,,,,,,34060,,,,,,,,,,,1,,,2,1,,,,,,,,,,,,,,,
13432,2019.0,34330,1,0,0,2.0,0.0,272000.0,,4.0,1,5,11,34,8,1,7,1,1.0,,,,,,,,,,1.0,,,,,,,,,34330,,,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,
13433,2019.0,34020,1,0,0,2.0,0.0,127000.0,,4.0,2,6,11,34,"1,8",1,"3,7",1,1.0,,,1.0,,,,,,,1.0,,,,,,,,,34020,,,,,,,,,,,1,,,3,7,,,,,,,,,,,,,,,
13434,2019.0,35020,1,0,0,25.0,0.0,50000.0,,4.0,1,7,11,34,"1,2",7,"4,1",5,5.0,,,1.0,1.0,,,,,,,,,,,,,,,35020,,,,,,,,,,,7,,,4,1,,,,,,,,,,,,,,,
13435,2019.0,36420,1,1,4,5.0,3.0,622000.0,,5.0,2,3,12,34,"2,4",1,"2,5,14",1,1.0,,,,1.0,,1.0,,,,,,,,,,,,,36420,,,,,,,,,,,1,,,2,5,14,4.0,,,,,,,,,,,,,
13436,2019.0,34370,1,0,0,2.0,0.0,50000.0,,4.0,1,6,12,34,"1,2",1,"1,14",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,34370,,,,,,,,,,,1,,,1,14,,,,,,,,,,,,,,,
13437,2019.0,35020,1,0,0,3.0,1.0,249990.0,,4.0,2,4,12,34,"1,2,4,5",1,"13,4,11",1,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,35020,,,,,,,,,,,1,,,13,4,11,,,,,,,,,,,,,,
13438,2019.0,11240,1,0,0,3.0,0.0,184980.0,,5.0,1,2,12,34,"2,5","6,5","1,2,14",3,3.0,,,,1.0,,,1.0,,,,,,,,,,,,11240,,,,,,,,,,,6,5,,1,2,14,,,,,,,,,,,,,,
13439,2019.0,34340,1,0,0,2.0,0.0,100000.0,,5.0,1,7,12,34,"1,2,6",1,"14,2,4",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,34340,,,,,,,,,,,1,,,14,2,4,,,,,,,,,,,,,,
13441,2019.0,"34380,34030",2,"1,0",4,20.0,0.0,78000.0,,4.0,1,5,5,34,"1,2,11",7,"1,2,12",5,5.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,34380,34030.0,,,,,,,,,,7,,,1,2,12,4.0,0.0,,,,,,,,,,,,
